customer_id,age,annual_income,months_active,avg_monthly_spend,purchase_frequency,avg_order_value,discount_usage_rate,return_rate,browsing_time_minutes,support_interactions,payment_method,region,customer_segment,annualized_spend,spend_to_income_ratio,support_intensity,discounted_order_value,engagement_score,value_tier,cluster
12610,23,34947.61982180756,61,321.8988409933177,4.449280956002629,59.07180114079668,0.370889348480571,0.0282339545667436,63.64166031277856,1.0,UPI,Urban,Loyal,3862.786091919813,0.11053073461413264,0.01639344262295082,37.16269930211275,1.350464530110295,High,0
12145,26,29991.298249068783,22,163.51192487297936,4.1586729128523325,19.999505476593487,0.2625905388320229,0.2923653692434396,52.67917532676781,3.0,Card,Urban,Regular,1962.1430984757524,0.06542374665413746,0.13636363636363635,14.747824557120811,-1.8979567705747333,Low,3
6114,48,87828.76184653472,24,169.65888969691596,5.425548205189401,26.40379999949204,0.2026883517332467,0.1580079816546826,28.29004584869795,0.0,UPI,Urban,Regular,2035.9066763629917,0.023180409623904066,0.0,21.0520572981007,-0.38187986347188896,Low,4
15909,23,14063.73052750162,37,113.02001156007168,9.182753997278049,11.09915957807515,0.1283934659159544,0.1921617946560108,35.91086296985719,1.0,UPI,Urban,Loyal,1356.2401387208602,0.09643530470586968,0.02702702702702703,9.67410001109182,0.5134540379418544,Low,1
822,47,21966.24387562728,72,351.9684860339788,7.124360164948196,43.32260989025504,0.0952383781892797,0.2310038985073146,52.67917532676781,2.0,Card,Urban,High_Value,4223.621832407745,0.1922778357702784,0.027777777777777776,39.1966347853803,-0.045937342465651565,High,3
15119,58,25274.15767196804,67,68.66444360114295,3.663218822859859,14.724688291387626,0.3618642940802211,0.1334236206302257,34.17680147894437,3.0,Card,Semi-Urban,Regular,823.9733232137154,0.03260141579822448,0.04477611940298507,9.396349357273346,-0.6973942406719378,Low,0
13467,34,46089.689079840406,39,65.06560236346932,7.554193616450225,7.606281232440693,0.5338237776919375,0.063277726571546,53.23743397568818,3.0,UPI,Urban,Loyal,780.7872283616318,0.01694060524055797,0.07692307692307693,3.5458674507519166,1.4710229746438224,Low,1
26498,49,63911.66305320236,44,123.24424188920273,1.8693501153657035,42.9519706323796,0.488883905415215,0.1236282170416951,37.33113073876215,2.0,Card,Urban,Regular,1478.9309026704327,0.02314023500592243,0.045454545454545456,21.95344348434224,-1.0658131297654427,Low,0
42112,60,55489.320828378826,27,611.6986437203226,2.0993782608446274,197.3617262042825,0.0714756830540672,0.2062083587374003,29.064735042274883,2.0,Card,Urban,Occasional,7340.383724643871,0.1322846200865697,0.07407407407407407,183.2551620151016,-2.0736230438016596,Top,2
30189,40,66451.79872901597,13,402.09746729861206,2.2600110962085003,123.34236155400347,0.3265297131211513,0.0118909764820349,94.07583858896058,1.0,UPI,Rural,Occasional,4825.169607583344,0.07261157259655109,0.07692307692307693,83.06741562008939,1.3848928272180803,High,0
37238,39,47551.14999142703,44,192.82457934755763,4.623369217940315,34.28986642605409,0.012161946485502,0.143518999155155,59.63275492439216,2.0,UPI,Rural,Loyal,2313.894952170692,0.04866117754434672,0.045454545454545456,33.87283490558541,0.12719876350013193,Low,0
33110,44,27956.062789899934,11,304.232888490501,3.6777956637130464,65.03766097577103,0.192205852259921,0.0643613651429712,95.07404190720868,1.0,Card,Semi-Urban,Occasional,3650.7946618860124,0.13059044434558162,0.09090909090909091,52.53704191893115,1.295124770353379,High,0
36481,65,58616.686525090496,71,280.3424720217072,6.460431937638391,37.577244101291264,0.3631068494445587,0.260300948287309,18.502754756015616,1.0,UPI,Rural,Loyal,3364.109664260486,0.05739167229830538,0.014084507042253521,23.932689384862268,-1.3168574779157272,Medium,3
24149,57,32306.23885466668,64,417.9870956600899,7.526950775747455,49.01952722055558,0.5443586954070075,0.150184654003469,52.67917532676781,1.0,UPI,Urban,Loyal,5015.845147921079,0.15525933459742663,0.015625,22.33532133330565,0.8680285304772279,High,1
5504,62,28653.64327932685,56,287.60395180073635,1.270382735561504,126.67641772285018,0.4590315463262313,0.1202955403415566,10.95747419210794,0.0,UPI,Rural,Occasional,3451.2474216088362,0.12044707152820795,0.0,68.52794581246265,-1.7040094964935655,Medium,0
3919,61,33728.6272961248,24,195.80398474053084,10.72984127969953,16.692807692070197,0.2914047968896354,0.1318832202314238,88.57640631715859,1.0,Card,Urban,Regular,2349.64781688637,0.069663309931274,0.041666666666666664,11.828443457044738,2.792274645597372,Low,1
38479,35,65020.58790094697,52,427.68801738949406,4.1586729128523325,93.30131814921826,0.3855687689843016,0.1889005478734977,111.36450602546068,1.0,UPI,Rural,Regular,5132.256208673929,0.0789327868965513,0.019230769230769232,57.3272437658115,0.9526644036010701,High,0
21124,23,43354.86189018525,57,192.23741583937093,2.019543164619776,63.6644039707171,0.376510375585614,0.1236282170416951,88.91465155865097,1.0,Card,Urban,Regular,2306.848990072451,0.053208542006558196,0.017543859649122806,39.69409532026815,0.36636707945516844,Low,0
49718,22,41713.28257557958,46,461.4408199425226,2.86764680110163,119.3079005588332,0.704089878184934,0.1387124827653481,8.839599129554799,1.0,Card,Rural,Occasional,5537.289839310271,0.1327464418384564,0.021739130434782608,35.30441538786412,-1.5305643613175406,Top,2
42295,64,51542.36733492644,58,565.5844007163342,4.875937010134404,96.25433352005884,0.4079071506065329,0.3118349114818564,41.07095678684153,0.0,UPI,Urban,High_Value,6787.012808596011,0.13167832910144497,0.0,56.991502600360754,-1.6536163599687779,Top,3
47610,22,36787.73001021955,36,393.0730035589385,5.702008124602258,58.65003387805743,0.1064153022670934,0.0407017710996299,36.94443473354206,5.0,UPI,Urban,Occasional,4716.876042707262,0.12821873057666033,0.1388888888888889,52.40877279494868,0.4945162235946152,High,0
11077,54,61787.1623062318,5,820.3282768661252,1.987233831208396,274.6113371828968,0.1067450028964283,0.1602156215569353,101.53672579598354,5.0,Card,Urban,Occasional,9843.939322393502,0.1593201395721106,1.0,245.29794919991645,-3.2701956620680646,Top,2
41515,50,28019.52419494588,14,345.43080371099296,1.4649305429091286,140.13814900573752,0.4528831500905456,0.0890170452843866,14.250456460811032,0.0,Card,Rural,Occasional,4145.169644531916,0.14793861650511594,0.0,76.67194263616085,-1.2739396103802068,High,0
22063,44,46057.382966982215,10,233.50716973942056,2.308712553706638,70.57342272837523,0.3594152554822923,0.0752565990898077,88.77780323348199,4.0,Card,Semi-Urban,Occasional,2802.086036873047,0.06083901985663876,0.4,45.20825796819644,-0.5045686607203995,Medium,0
9414,56,22224.128794867025,14,248.53696732467927,4.487997616192287,45.287367944798895,0.309422039761505,0.2844492652427327,23.78081517276051,2.0,Card,Rural,Occasional,2982.443607896151,0.13419844869622014,0.14285714285714285,31.27445817988942,-2.4700023362639425,Medium,3
38341,52,12442.29246563599,25,245.38290616047988,3.459200403569683,55.02845442067275,0.0934203260261228,0.1636362705706693,68.99512746377266,3.0,UPI,Semi-Urban,Occasional,2944.5948739257583,0.2366601558401195,0.12,49.887678267979865,-0.44680397622240686,Medium,0
30264,24,98972.39668305204,37,681.2539076381722,1.4339299903781146,279.8987277084081,0.2800170698563339,0.1066409114657052,212.54799132452032,1.0,Card,Urban,Occasional,8175.046891658067,0.08259926166926859,0.02702702702702703,201.5223061189838,3.394226359782155,Top,2
41253,56,46652.17633819909,31,117.7416966360672,2.6333118896729664,32.40616280994944,0.1448453364007607,0.4115082440436625,96.80563390751814,2.0,Card,Semi-Urban,Occasional,1412.9003596328064,0.03028584024441138,0.06451612903225806,27.712281256284495,-2.0950280857025043,Low,3
14645,40,60447.922423407945,47,541.6772715445496,4.963247568509555,90.83595227624193,0.4619223993818765,0.1236282170416951,52.67917532676781,0.0,Wallet,Rural,Loyal,6500.127258534596,0.10753268264547462,0.0,48.87679125066263,0.4064639887529198,Top,0
26336,49,17672.343202541597,33,138.89775111924004,3.4562582376373285,31.16914319419749,0.2746262793709004,0.15336357108517,58.30555786542695,1.0,Card,Semi-Urban,Regular,1666.7730134308804,0.0943153374924933,0.030303030303030304,22.60927736759621,-0.289866205455315,Low,0
28103,33,46440.12593316234,29,297.4774037479535,3.3626552491196597,90.4192814958692,0.191486078466516,0.0274334657615861,14.671534306988018,0.0,Card,Rural,Occasional,3569.7288449754415,0.07686733774393882,0.0,73.1052478644652,-0.12619887286286458,Medium,0
17524,35,36721.954951798914,18,222.56374025734183,1.5859615171755004,86.0661455242519,0.0979136048810752,0.1038053358458115,61.15071001416995,1.0,Card,Rural,Occasional,2670.764883088102,0.07272937637970901,0.05555555555555555,77.63909895775318,-0.41025772976702435,Medium,0
24713,41,9359.010556950552,33,166.81050046828128,5.105538797439856,27.321176066922614,0.4167064163985233,0.0051829220577909,52.67917532676781,1.0,Card,Urban,Loyal,2001.7260056193754,0.213882225416743,0.030303030303030304,15.936266696282193,1.4359158890310186,Low,0
40486,43,25660.533771657243,69,109.4371227770614,1.1130512953527527,51.79103934568327,0.5203256126238434,0.0404125878806812,53.05650418968124,1.0,Wallet,Urban,Loyal,1313.2454733247368,0.051177636638847016,0.014492753623188406,24.842835069715047,-0.014757769421418432,Low,0
3851,36,127647.82251000244,52,402.45587974838855,6.530767335514838,53.44155008619381,0.2405986750753561,0.1236282170416951,67.15342671562321,1.0,Card,Urban,Loyal,4829.470556980663,0.0378343356119704,0.019230769230769232,40.58358394148229,1.1643071921351067,High,4
40041,59,20412.88049401052,24,492.8164492569316,2.1325989141076858,157.3187193028538,0.441950108731577,0.0517557083447858,60.460102319207294,2.0,Wallet,Urban,Occasional,5913.797391083179,0.2897091075812836,0.08333333333333333,87.79169420144513,0.11636512031803244,Top,2
15268,65,32909.753785021945,51,204.5086525592421,2.654184166291174,55.96561181720866,0.212873031776499,0.0758523619670197,52.67917532676781,1.0,UPI,Urban,Regular,2454.103830710905,0.07457071379937912,0.0196078431372549,44.052042354452794,0.08843120496619444,Medium,0
49147,42,23822.06213211307,36,536.1634453566068,1.831978214615512,189.3247068743429,0.3919262475480155,0.095026204185709,28.91046293980853,0.0,Card,Rural,Occasional,6433.961344279282,0.27008414756865445,0.0,115.1233849409537,-0.8549126781235646,Top,2
30002,19,19933.394127315263,64,434.0920702443514,1.4318665290989157,178.5016015682392,0.0786917911675222,0.2520524938386795,35.983430172464274,0.0,Card,Rural,Regular,5209.104842932217,0.26132553290530897,0.0,164.45499081456308,-2.2538905385964014,Top,2
45927,59,32528.289404680243,65,378.9405048912639,4.112401656909597,74.1218179481481,0.3057533379270828,0.1889862511572679,36.74742409628516,4.0,Card,Urban,Occasional,4547.2860586951665,0.13979481066842983,0.06153846153846154,51.45882469727827,-1.0758864550451959,High,0
43825,34,49468.00895418616,38,319.83840647302765,7.694671847409998,36.78556385866389,0.098185482524899,0.12401795368359,31.004186553759972,2.0,UPI,Urban,High_Value,3838.060877676332,0.07758672642820288,0.05263157894736842,33.17375552125049,0.48502684995495027,High,1
17241,27,75759.9568064963,17,206.8230289939964,3.8516677231601535,42.629264985872,0.1603333913479536,0.0646632199278866,63.21256346946773,1.0,Card,Rural,Regular,2481.876347927957,0.03275973815913184,0.058823529411764705,35.794370360016565,0.6681349804206075,Medium,0
4893,64,13170.050519686658,30,293.5718975594074,3.6149514640232807,63.61321453714132,0.1899085292600373,0.0251248453328693,51.70965930031585,1.0,UPI,Semi-Urban,Occasional,3522.8627707128885,0.2674904523294649,0.03333333333333333,51.532522522889586,0.7709551908893186,Medium,0
726,61,37619.03948705529,34,387.5954887090319,10.648589969256166,33.27402627545506,0.1670356229418771,0.4076561891534512,50.60495271278017,0.0,Card,Urban,Regular,4651.145864508382,0.12363808135263106,0.0,27.716078568750035,-0.5817953159655455,High,3
22950,43,58473.78135563714,2,278.4305275478671,3.950070896674141,56.24778581150006,0.2648688297230835,0.2442149131759779,41.816904449698455,2.0,Card,Rural,Regular,3341.166330574405,0.05713956328997186,1.0,41.34950060909338,-4.950912727089216,Medium,3
34658,46,33703.88501053435,62,259.0521264735464,3.2076375390742524,61.56712028254744,0.3443779534976973,0.2496673800354526,68.85785459457223,2.0,Card,Urban,Regular,3108.625517682557,0.09223344776754779,0.03225806451612903,40.36476139689719,-1.0011766046411459,Medium,3
37214,21,44516.018238726494,61,172.74283837592668,3.473117171717033,38.61799987448536,0.5820840377353926,0.045591644526004,48.03531866219137,0.0,Card,Rural,Occasional,2072.91406051112,0.04656557667387688,0.0,16.13907857828004,0.5695660364778649,Low,0
20305,63,43110.53311612282,69,297.4774037479535,4.426690794850412,59.95922110331352,0.1413126681647094,0.1330604928531666,56.740701629801855,1.0,UPI,Rural,Loyal,3569.7288449754415,0.08280409883496445,0.014492753623188406,51.48622358812653,0.20694149315118854,Medium,0
15270,64,66632.4410368311,55,489.9894302339456,6.103912843384515,68.97458359025983,0.3172725657943678,0.2618018192415102,69.19348979168463,0.0,UPI,Rural,High_Value,5879.873162807347,0.08824340023138649,0.0,47.090840479979995,-0.12273792451050947,Top,3
22368,56,18897.43914802858,14,360.21782718607005,9.260879328680172,35.10594127924549,0.4220037232349475,0.1322983027075397,15.327745421205178,1.0,Card,Urban,Regular,4322.613926232841,0.22874072472850293,0.07142857142857142,20.29110335173646,0.41620183776890884,High,1
42685,61,35736.281629501755,33,142.65832308181675,3.968303413079363,28.713689809334102,0.4741189520061047,0.074002604985317,7.058120169682335,1.0,UPI,Rural,Occasional,1711.8998769818008,0.047903693359315755,0.030303030303030304,15.09998528870425,-0.6779680970306781,Low,0
46735,27,44907.07548125623,47,513.096849990603,5.844166268009343,74.9684957814211,0.1915611924653258,0.0360870672283956,64.99145931413474,1.0,Card,Semi-Urban,High_Value,6157.162199887236,0.1371089551903057,0.02127659574468085,60.60744133220033,1.7096397482598154,Top,0
11733,66,64186.837126708815,16,934.362671942561,0.4333270469812514,651.8837929629768,0.1393552779484872,0.2027306409774393,140.17771690793148,1.0,Wallet,Urban,Occasional,11212.352063310731,0.17468304352147543,0.0625,561.0403458045071,0.2718722027323614,Top,2
18620,43,43211.84476712031,71,605.3654558429834,11.124416559264748,49.92945045099095,0.5666990309748725,0.0324649997884757,17.67856492410207,2.0,Wallet,Semi-Urban,High_Value,7264.3854701158,0.16811097765590505,0.028169014084507043,21.634479263306467,2.115033264157474,Top,1
48493,42,36787.73001021955,6,209.47518493969824,5.058583862241807,34.57494188455252,0.3445248051463364,0.170287714843829,48.54806216325175,2.0,Card,Urban,Regular,2513.702219276379,0.06832990833025245,0.3333333333333333,22.663016768831163,-1.3227350116028602,Medium,0
26804,52,36787.73001021955,20,151.91628541669124,6.983811392171232,19.028040362483683,0.3057749040524496,0.1236282170416951,22.10911346051403,2.0,UPI,Semi-Urban,Regular,1822.9954250002947,0.04955444177974207,0.1,13.209743146339097,-0.11875920377705765,Low,0
44306,45,36787.73001021955,72,296.44140092455507,4.1586729128523325,64.64239457823108,0.4955178739965108,0.1548165540733099,30.69977883568151,1.0,Card,Urban,Regular,3557.296811094661,0.09669791558507283,0.013888888888888888,32.61093264678244,-0.7212441773891661,Medium,0
47523,56,76130.01108011049,64,438.3461366451294,4.582253421399842,78.52494388103342,0.2000497460716568,0.314945543773529,37.87023060761187,1.0,Card,Urban,High_Value,5260.153639741553,0.0690943501138647,0.015625,62.81604879734159,-1.9071191115600001,Top,3
32208,54,26887.634754633957,8,257.9012297469597,1.3889119888655026,107.95761038875165,0.1439618173067265,0.1248124727573427,11.711468500657016,1.0,Wallet,Urban,Occasional,3094.8147569635166,0.1151017850846899,0.125,92.41583660509542,-2.150041405552887,Medium,0
2531,42,20858.58979262481,65,379.4933447954496,4.312520644732058,71.43376377685392,0.2084645169144128,0.1249219855027018,20.900369169212976,2.0,Card,Semi-Urban,Loyal,4553.920137545396,0.2183234908409567,0.03076923076923077,56.54235871973379,-0.7041935342402226,High,0
17747,62,36787.73001021955,59,246.40697624838097,4.846030414348909,42.14945164219166,0.0493502999425228,0.1083686347136402,35.858469276666945,2.0,Card,Urban,Loyal,2956.8837149805718,0.08037690050892392,0.03389830508474576,40.069363561236635,-0.030363114686732445,Medium,0
8271,68,140600.6192106036,44,126.30235548472272,6.563732773813811,16.69841588296067,0.3403117954750731,0.0970704780823058,54.95210854430322,7.0,Card,Urban,Loyal,1515.6282658166726,0.010779669921271367,0.1590909090909091,11.015747992240845,0.603610379993724,Low,4
15080,46,59669.20496629788,49,213.05632518503063,4.1586729128523325,39.65542002666193,0.1859482716155598,0.0728864681181072,17.45554637703119,1.0,Card,Semi-Urban,Loyal,2556.675902220368,0.04284749400741,0.02040816326530612,32.28156321251509,-0.3155153490476134,Medium,0
13625,41,47015.83154803934,1,117.03499675017508,5.676805395542246,17.528591866450565,0.2743033916525443,0.0105457402724336,24.519571829286768,1.0,UPI,Semi-Urban,Regular,1404.419961002101,0.029871213903068107,1.0,12.720439666589971,-2.700202482338204,Low,0
30639,58,15197.958543773548,56,511.9714870606766,0.9754761215246012,259.1635917449387,0.6248106620840649,0.3677355315241509,71.73378720036888,1.0,Card,Urban,Regular,6143.657844728119,0.4042423084016843,0.017857142857142856,97.23541639869926,-2.637448065597325,Top,2
30441,33,13540.38690212744,18,418.39754356802354,1.261247495018256,185.02952219506852,0.4091274667355781,0.0004142026489382,66.21636539556572,1.0,UPI,Urban,Occasional,5020.770522816282,0.37079963512914305,0.05555555555555555,109.32886250810571,0.5775645122004919,High,2
36057,28,36787.73001021955,15,510.5515518574333,4.837726315773393,87.45726062524301,0.2691750194720281,0.0793192663587152,30.314629245910005,2.0,Wallet,Urban,Occasional,6126.618622289199,0.16653972997483776,0.13333333333333333,63.91595079347298,-0.2662097332644766,Top,0
42652,43,45846.78409988238,20,704.8125754559932,4.281804884584642,133.4416152919703,0.5582120554384056,0.2106184354673255,32.44905607006855,1.0,Wallet,Rural,Occasional,8457.750905471918,0.18447860785711284,0.05,58.95289693881858,-1.2906568713784041,Top,2
36804,37,28099.484669807203,40,772.8114050931567,3.723940395853759,163.59465622628505,0.5588188658472536,0.1326117740322197,14.23135867842429,3.0,Card,Semi-Urban,Occasional,9273.73686111788,0.33003227532789875,0.075,72.1748759752411,-1.2794346392148415,Top,2
48225,58,36787.73001021955,46,1025.910192496863,0.4977905617430402,684.949030058628,0.4004160107990877,0.1517531374660341,34.33556407512793,2.0,Wallet,Urban,Occasional,12310.922309962356,0.3346475117258501,0.043478260869565216,410.6844718418477,-1.8032330838138346,Top,2
29227,66,35704.74594877222,65,137.74703071448312,2.829400059882732,35.970916739031274,0.1877168543588938,0.007201111057498,83.05089533180116,1.0,Card,Semi-Urban,Regular,1652.9643685737974,0.046295368434924766,0.015384615384615385,29.218569400374644,1.5492693069328862,Low,0
5634,42,26077.19788840461,39,297.4774037479535,6.061376172826464,123.7458664900238,0.5947282564008545,0.0804661734936188,17.8497676768433,2.0,Card,Semi-Urban,High_Value,3569.7288449754415,0.13689081396904013,0.05128205128205128,50.15070307559902,0.07863718878189768,Medium,0
5988,60,36787.73001021955,48,456.3529878486906,5.0032871070040725,76.01718520446252,0.4642569118676573,0.2477235489930302,63.25874818936893,1.0,Card,Urban,Loyal,5476.235854184287,0.14886039047973335,0.020833333333333332,40.72568155256698,-0.5448950056249282,Top,3
48064,28,13069.220322032012,37,115.75141882219668,4.298422738826264,21.846391752395085,0.4331608836482603,0.2643242042141102,35.057890041893046,1.0,Wallet,Rural,Loyal,1389.0170258663602,0.10628155250583417,0.02702702702702703,12.383389396401563,-1.634378793229945,Low,3
1813,55,36787.73001021955,14,600.4063020870533,4.192901783164843,115.62057731065585,0.5211268720180154,0.0901291089193471,24.926985256546327,0.0,UPI,Rural,Occasional,7204.8756250446395,0.19584996473126068,0.0,55.36758751583664,-0.2042043768584506,Top,2
27579,69,16115.578185653834,68,365.6941295903269,9.30427681430955,35.489548289549774,0.5302492357391791,0.2392320087179651,73.1497369502743,1.0,Card,Semi-Urban,Loyal,4388.329555083923,0.2723035751202793,0.014705882352941176,16.671242432287315,1.0861887481083428,High,1
16824,69,71683.05732824159,54,130.1345379216613,6.264525111276306,17.91370198716237,0.0348403655060422,0.1359275800026271,56.044829093428255,2.0,Card,Semi-Urban,Loyal,1561.6144550599356,0.021784986763457883,0.037037037037037035,17.28958206236332,0.6288106139076736,Low,0
3929,57,25298.23825579958,46,136.8721938797283,4.1586729128523325,14.06898719260892,0.3740954515845424,0.166306400248157,50.00415581499078,0.0,Card,Urban,Loyal,1642.4663265567394,0.06492413858819622,0.0,8.805843075452744,-0.2959399941084824,Low,0
37287,56,9797.78690345391,38,217.21870444488488,4.509736360427903,39.42451874920836,0.4852958786423674,0.0806467226722869,52.67917532676781,2.0,UPI,Urban,Loyal,2606.6244533386184,0.26604216636103123,0.05263157894736842,20.291962282758803,0.4766326309710778,Medium,0
25046,35,35258.97457714636,1,87.91282549818355,9.609097370907929,8.286550912357209,0.0419132697135658,0.2114264286960551,52.67917532676781,3.0,UPI,Semi-Urban,Occasional,1054.9539059782026,0.029920152773302348,3.0,7.939234468972386,-10.020546445944294,Low,3
15728,47,42464.24503518479,35,428.63681601357655,1.5523833169165735,167.9359103989892,0.2528085690401241,0.0361219408709398,39.34290787891741,0.0,Card,Semi-Urban,Occasional,5143.641792162918,0.12112877051978736,0.0,125.48027320057025,-0.13236455464842567,High,2
29601,64,55423.61547923353,12,414.531863545324,4.5623093202850376,74.52513689477477,0.1482603597829819,0.0239810234333606,90.94227849918248,0.0,Card,Urban,Occasional,4974.382362543887,0.08975203655574798,0.0,63.47601328587949,2.1638299537188224,High,0
10431,52,28521.531854159697,33,258.0102611509976,11.125826713635169,21.27774602459657,0.1379151255756879,0.3770807307031469,44.34316058697356,1.0,Card,Urban,Loyal,3096.1231338119715,0.10855388657395763,0.030303030303030304,18.343223009646742,-0.4230135478714728,Medium,3
25769,59,38858.57871310544,59,381.992879723398,5.7698843237298325,56.42531858106269,0.1039493379862813,0.1236282170416951,12.77967697320456,1.0,Card,Urban,Loyal,4583.9145566807765,0.11796403029879232,0.01694915254237288,50.55994406889621,-0.40892338188767374,High,0
29104,55,39301.768228229135,61,402.1281720612261,6.002079063723227,57.42982454234127,0.1183975926128261,0.2054175001819594,52.67917532676781,1.0,Card,Semi-Urban,Loyal,4825.538064734714,0.12278170378269883,0.01639344262295082,50.63027157235107,-0.10189683635633046,High,0
36538,63,25985.414854366307,36,53.00426133040202,6.078720990804755,7.487830273188398,0.3655345337354879,0.2789496437217502,18.473350326967864,3.0,Card,Semi-Urban,Regular,636.0511359648242,0.024477236154571112,0.08333333333333333,4.750769725588007,-1.8582893610593754,Low,3
39329,19,63626.36806998843,6,297.4774037479535,7.036524447382855,28.30397153971276,0.1968628497658302,0.1106434968551182,28.278650185065807,1.0,UPI,Rural,Regular,3569.7288449754415,0.05610455151312066,0.16666666666666666,22.73197104271395,-0.0733879528215931,Medium,0
